start,end,labelName
8/7/20 16:30,8/7/20 17:00,Cook
8/10/20 9:30,8/10/20 10:00,Cook
8/10/20 15:00,8/10/20 15:30,Cook
8/12/20 11:00,8/12/20 11:30,Cook
8/12/20 13:00,8/12/20 13:30,Go to bathroom
8/14/20 21:00,8/14/20 21:30,Go to bathroom
8/16/20 19:00,8/16/20 19:30,Go to bathroom
8/17/20 18:00,8/17/20 18:30,Go to bathroom
8/18/20 10:30,8/18/20 11:00,Go to bathroom
8/18/20 11:00,8/18/20 11:30,Cook
8/18/20 12:00,8/18/20 12:30,Wash dishes
8/18/20 15:30,8/18/20 16:00,Eat
8/19/20 9:00,8/19/20 9:30,Go to bathroom
8/19/20 11:00,8/19/20 11:30,Cook
8/19/20 13:00,8/19/20 13:30,Cook
8/19/20 16:30,8/19/20 17:00,Cook
8/27/20 12:00,8/27/20 12:30,Go to bathroom
8/27/20 14:00,8/27/20 14:30,Cook
8/27/20 15:00,8/27/20 15:30,Cook
8/30/20 10:30,8/30/20 11:00,Go to bathroom
8/30/20 12:30,8/30/20 13:00,Cook
8/30/20 14:30,8/30/20 15:00,Go to bathroom
8/31/20 18:30,8/31/20 19:00,Go to bathroom
8/31/20 20:00,8/31/20 20:30,Wash dishes
9/1/20 9:00,9/1/20 9:30,Cook
9/1/20 10:30,9/1/20 11:00,Clean
9/1/20 17:00,9/1/20 17:30,Wash dishes
9/2/20 7:00,9/2/20 7:30,Go to bathroom
9/3/20 10:30,9/3/20 11:00,Cook
9/3/20 11:00,9/3/20 11:30,Cook
9/3/20 11:30,9/3/20 12:00,Clean
9/3/20 12:30,9/3/20 13:00,Wash dishes
9/4/20 11:00,9/4/20 11:30,Take medicine
9/4/20 11:30,9/4/20 12:00,Cook
9/4/20 12:30,9/4/20 13:00,Wash dishes
9/5/20 9:00,9/5/20 9:30,Cook
9/5/20 11:00,9/5/20 11:30,Cook
9/5/20 14:00,9/5/20 14:30,Cook
9/5/20 15:30,9/5/20 16:00,Wash dishes
9/6/20 9:00,9/6/20 9:30,Go to bathroom
9/6/20 9:30,9/6/20 10:00,Cook
9/6/20 10:30,9/6/20 11:00,Go to bathroom
9/6/20 15:00,9/6/20 15:30,Wash dishes
9/7/20 16:30,9/7/20 17:00,Go to bathroom
9/8/20 10:00,9/8/20 10:30,Go to bathroom
9/8/20 11:30,9/8/20 12:00,Cook
9/8/20 16:30,9/8/20 17:00,Cook
9/9/20 8:30,9/9/20 9:00,Go to bathroom
9/9/20 9:30,9/9/20 10:00,Cook
9/10/20 11:00,9/10/20 11:30,Go to bathroom
9/10/20 12:30,9/10/20 13:00,Cook
9/11/20 13:30,9/11/20 14:00,Cook
9/12/20 7:00,9/12/20 7:30,Go to bathroom
9/12/20 8:30,9/12/20 9:00,Cook
