start,end,labelName
2020-08-12 14:00:00,2020-08-12 14:30:00,Go to bathroom
2020-08-12 14:30:00,2020-08-12 15:00:00,Go walk
2020-08-12 15:00:00,2020-08-12 15:30:00,Go walk
2020-08-12 15:30:00,2020-08-12 16:00:00,Go walk
2020-08-12 16:00:00,2020-08-12 16:30:00,Work out
2020-08-12 16:30:00,2020-08-12 17:00:00,Go to bathroom
2020-08-12 17:00:00,2020-08-12 17:30:00,Cook
2020-08-12 17:30:00,2020-08-12 18:00:00,Eat
2020-08-12 18:00:00,2020-08-12 18:30:00,Eat
2020-08-12 18:30:00,2020-08-12 19:00:00,Clean
2020-08-12 19:00:00,2020-08-12 19:30:00,Clean
2020-08-12 19:00:00,2020-08-12 19:30:00,Go to bathroom
2020-08-12 19:30:00,2020-08-12 20:00:00,Cook
2020-08-12 20:00:00,2020-08-12 20:30:00,Cook
2020-08-12 20:30:00,2020-08-12 21:00:00,Cook
2020-08-12 21:00:00,2020-08-12 21:30:00,Eat
2020-08-12 21:30:00,2020-08-12 22:00:00,Sleep
2020-08-12 22:00:00,2020-08-12 22:30:00,Sleep
2020-08-12 22:30:00,2020-08-12 23:00:00,Sleep
2020-08-12 23:00:00,2020-08-12 23:30:00,Wake up
2020-08-12 23:30:00,2020-08-13 00:00:00,Take medicine
2020-08-13 00:00:00,2020-08-13 00:30:00,Sleep
2020-08-13 00:30:00,2020-08-13 01:00:00,Sleep
2020-08-13 01:00:00,2020-08-13 01:30:00,Sleep
2020-08-13 01:30:00,2020-08-13 02:00:00,Sleep
2020-08-13 02:00:00,2020-08-13 02:30:00,Sleep
2020-08-13 02:30:00,2020-08-13 03:00:00,Sleep
2020-08-13 03:00:00,2020-08-13 03:30:00,Sleep
2020-08-13 03:30:00,2020-08-13 04:00:00,Sleep
2020-08-13 04:00:00,2020-08-13 04:30:00,Sleep
2020-08-13 04:30:00,2020-08-13 05:00:00,Sleep
2020-08-13 05:00:00,2020-08-13 05:30:00,Sleep
2020-08-13 05:30:00,2020-08-13 06:00:00,Wake up
2020-08-13 09:30:00,2020-08-13 10:00:00,Go to bathroom
2020-08-13 09:30:00,2020-08-13 10:00:00,Clean
2020-08-13 09:30:00,2020-08-13 10:00:00,Take medicine
2020-08-13 10:00:00,2020-08-13 10:30:00,Drink
2020-08-13 10:00:00,2020-08-13 10:30:00,Cook
2020-08-13 11:30:00,2020-08-13 12:00:00,Cook
2020-08-13 12:00:00,2020-08-13 12:30:00,Cook
2020-08-13 12:30:00,2020-08-13 13:00:00,Cook
2020-08-13 13:00:00,2020-08-13 13:30:00,Cook
2020-08-13 13:00:00,2020-08-13 13:30:00,Eat
2020-08-13 13:00:00,2020-08-13 13:30:00,Clean
2020-08-13 13:00:00,2020-08-13 13:30:00,Wash dishes
2020-08-13 13:30:00,2020-08-13 14:00:00,Clean
2020-08-13 14:00:00,2020-08-13 14:30:00,Clean
2020-08-13 14:00:00,2020-08-13 14:30:00,Go to bathroom
2020-08-13 14:30:00,2020-08-13 15:00:00,Cook
2020-08-13 14:30:00,2020-08-13 15:00:00,Go to bathroom
2020-08-13 15:00:00,2020-08-13 15:30:00,Eat
2020-08-13 15:30:00,2020-08-13 16:00:00,Eat
2020-08-13 18:30:00,2020-08-13 19:00:00,Cook
2020-08-13 19:00:00,2020-08-13 19:30:00,Eat
2020-08-13 19:00:00,2020-08-13 19:30:00,Wash dishes
2020-08-13 19:30:00,2020-08-13 20:00:00,Wash dishes
2020-08-13 20:00:00,2020-08-13 20:30:00,Cook
2020-08-13 20:30:00,2020-08-13 21:00:00,Eat
2020-08-13 21:00:00,2020-08-13 21:30:00,Cook
2020-08-13 21:30:00,2020-08-13 22:00:00,Sleep
2020-08-13 22:00:00,2020-08-13 22:30:00,Sleep
2020-08-13 22:30:00,2020-08-13 23:00:00,Sleep
2020-08-13 23:00:00,2020-08-13 23:30:00,Sleep
2020-08-14 00:00:00,2020-08-14 00:30:00,Sleep
2020-08-14 00:30:00,2020-08-14 01:00:00,Sleep
2020-08-14 01:00:00,2020-08-14 01:30:00,Sleep
2020-08-14 01:30:00,2020-08-14 02:00:00,Sleep
2020-08-14 02:00:00,2020-08-14 02:30:00,Sleep
2020-08-14 02:30:00,2020-08-14 03:00:00,Wake up
2020-08-14 02:30:00,2020-08-14 03:00:00,Go to bathroom
2020-08-14 03:00:00,2020-08-14 03:30:00,Go to bathroom
2020-08-14 03:30:00,2020-08-14 04:00:00,Sleep
2020-08-14 04:00:00,2020-08-14 04:30:00,Sleep
2020-08-14 04:30:00,2020-08-14 05:00:00,Sleep
2020-08-14 05:00:00,2020-08-14 05:30:00,Sleep
2020-08-14 05:30:00,2020-08-14 06:00:00,Wake up
2020-08-14 05:30:00,2020-08-14 06:00:00,Go to bathroom
