start,end,labelName
2020-09-07 05:30:00,2020-09-07 06:00:00,Wake up
2020-09-07 06:00:00,2020-09-07 06:30:00,Take medicine
2020-09-07 06:30:00,2020-09-07 07:00:00,Go to bathroom
2020-09-07 07:00:00,2020-09-07 07:30:00,Cook
2020-09-07 07:30:00,2020-09-07 08:00:00,Eat
2020-09-07 08:00:00,2020-09-07 08:30:00,Clean
2020-09-07 08:30:00,2020-09-07 09:00:00,Watch TV
2020-09-07 09:00:00,2020-09-07 09:30:00,Watch TV
2020-09-07 09:30:00,2020-09-07 10:00:00,Watch TV
2020-09-07 10:00:00,2020-09-07 10:30:00,Watch TV
2020-09-07 10:30:00,2020-09-07 11:00:00,Watch TV
2020-09-07 11:00:00,2020-09-07 11:30:00,Go to bathroom
2020-09-07 11:30:00,2020-09-07 12:00:00,Go walk
2020-09-07 12:00:00,2020-09-07 12:30:00,Go walk
2020-09-07 12:30:00,2020-09-07 13:00:00,Take shower
2020-09-07 13:00:00,2020-09-07 13:30:00,Take shower
2020-09-07 13:30:00,2020-09-07 14:00:00,Cook
2020-09-07 14:00:00,2020-09-07 14:30:00,Eat
2020-09-07 14:30:00,2020-09-07 15:00:00,Clean
2020-09-07 15:00:00,2020-09-07 15:30:00,Wash dishes
2020-09-07 15:30:00,2020-09-07 16:00:00,Wash dishes
2020-09-07 16:00:00,2020-09-07 16:30:00,Take shower
2020-09-07 16:30:00,2020-09-07 17:00:00,Sleep
2020-09-07 17:00:00,2020-09-07 17:30:00,Sleep
2020-09-07 17:30:00,2020-09-07 18:00:00,Sleep
2020-09-07 18:00:00,2020-09-07 18:30:00,Sleep
