start,end,labelName
2020-08-05 09:30:00,2020-08-05 10:00:00,Go to Bathroom
2020-08-10 14:00:00,2020-08-10 14:30:00,Clean
2020-08-10 16:00:00,2020-08-10 16:30:00,Eat
2020-08-10 17:00:00,2020-08-10 17:30:00,Go to Bathroom
2020-08-12 14:30:00,2020-08-12 15:00:00,Clean
2020-08-23 21:00:00,2020-08-23 21:30:00,Go to Bathroom
2020-11-03 15:30:00,2020-11-03 16:00:00,Go to Bathroom
2020-11-03 16:00:00,2020-11-03 16:30:00,Clean
2020-12-12 00:30:00,2020-12-12 01:00:00,Eat
2020-12-12 01:00:00,2020-12-12 01:30:00,Go to Bathroom
2020-12-21 09:30:00,2020-12-21 10:00:00,Eat
