start,end,labelName
8/13/20 18:30,8/13/20 19:00,Go to bathroom
8/13/20 19:30,8/13/20 20:00,Go to bathroom
8/13/20 20:30,8/13/20 21:00,Take medicine
8/14/20 3:00,8/14/20 3:30,Go to bathroom
8/14/20 7:30,8/14/20 8:00,Cook
8/14/20 8:00,8/14/20 8:30,Cook
8/14/20 9:00,8/14/20 9:30,Eat
8/14/20 12:30,8/14/20 13:00,Clean
8/14/20 15:00,8/14/20 15:30,Cook
8/14/20 16:30,8/14/20 17:00,Cook
8/14/20 18:00,8/14/20 18:30,Eat
8/14/20 18:30,8/14/20 19:00,Eat
8/14/20 21:00,8/14/20 21:30,Wash dishes
8/15/20 10:00,8/15/20 10:30,Go walk
8/15/20 11:00,8/15/20 11:30,Cook
8/15/20 11:30,8/15/20 12:00,Cook
8/15/20 12:00,8/15/20 12:30,Eat
8/15/20 12:30,8/15/20 13:00,Wash dishes
8/15/20 13:30,8/15/20 14:00,Go to bathroom
8/15/20 15:30,8/15/20 16:00,Wash dishes
8/15/20 16:00,8/15/20 16:30,Cook
8/15/20 16:30,8/15/20 17:00,Eat
8/15/20 18:30,8/15/20 19:00,Go to bathroom
8/15/20 21:00,8/15/20 21:30,Go to bathroom
8/16/20 1:00,8/16/20 1:30,Go to bathroom
8/16/20 8:00,8/16/20 8:30,Cook
8/16/20 14:30,8/16/20 15:00,Eat
8/16/20 15:30,8/16/20 16:00,Go to bathroom
8/16/20 16:30,8/16/20 17:00,Go to bathroom
8/16/20 17:00,8/16/20 17:30,Go to bathroom
8/17/20 15:30,8/17/20 16:00,Cook
8/17/20 16:30,8/17/20 17:00,Cook
8/17/20 18:00,8/17/20 18:30,Cook
8/17/20 19:00,8/17/20 19:30,Cook
8/17/20 19:30,8/17/20 20:00,Cook
8/17/20 20:00,8/17/20 20:30,Cook
8/17/20 20:30,8/17/20 21:00,Eat
8/17/20 21:00,8/17/20 21:30,Wash dishes
8/18/20 6:30,8/18/20 7:00,Go to bathroom
8/18/20 7:00,8/18/20 7:30,Go to bathroom
8/18/20 8:30,8/18/20 9:00,Go to bathroom
8/18/20 9:00,8/18/20 9:30,Go to bathroom
8/18/20 11:00,8/18/20 11:30,Wash dishes
8/18/20 11:30,8/18/20 12:00,Go to bathroom
8/18/20 12:30,8/18/20 13:00,Go to bathroom
8/18/20 17:00,8/18/20 17:30,Cook
8/18/20 20:00,8/18/20 20:30,Eat
8/18/20 21:00,8/18/20 21:30,Eat
8/19/20 3:30,8/19/20 4:00,Go to bathroom
8/19/20 6:00,8/19/20 6:30,Go to bathroom
8/19/20 20:00,8/19/20 20:30,Take medicine
8/20/20 9:30,8/20/20 10:00,Go to bathroom
8/20/20 10:00,8/20/20 10:30,Wash dishes
8/20/20 14:00,8/20/20 14:30,Cook
8/20/20 15:30,8/20/20 16:00,Cook
8/20/20 16:00,8/20/20 16:30,Cook
8/20/20 16:30,8/20/20 17:00,Eat
8/20/20 17:00,8/20/20 17:30,Wash dishes
8/21/20 14:00,8/21/20 14:30,Cook
8/21/20 14:30,8/21/20 15:00,Wash dishes
8/21/20 15:00,8/21/20 15:30,Cook
8/21/20 15:30,8/21/20 16:00,Go to bathroom
8/21/20 16:30,8/21/20 17:00,Go to bathroom
8/21/20 17:30,8/21/20 18:00,Go to bathroom
8/21/20 18:30,8/21/20 19:00,Cook
8/22/20 7:30,8/22/20 8:00,Go walk
8/22/20 9:00,8/22/20 9:30,Take medicine
8/22/20 9:30,8/22/20 10:00,Cook
8/22/20 11:00,8/22/20 11:30,Cook
8/22/20 11:30,8/22/20 12:00,Go to bathroom
8/22/20 13:00,8/22/20 13:30,Cook
8/22/20 14:00,8/22/20 14:30,Wash dishes
8/22/20 15:00,8/22/20 15:30,Clean
8/22/20 17:30,8/22/20 18:00,Go to bathroom
8/22/20 18:00,8/22/20 18:30,Go to bathroom
8/23/20 12:30,8/23/20 13:00,Cook
8/23/20 15:00,8/23/20 15:30,Cook
8/23/20 15:30,8/23/20 16:00,Eat
8/23/20 16:00,8/23/20 16:30,Eat
8/24/20 4:00,8/24/20 4:30,Go to bathroom
8/24/20 7:00,8/24/20 7:30,Go to bathroom
8/24/20 7:30,8/24/20 8:00,Go to bathroom
8/24/20 8:30,8/24/20 9:00,Go to bathroom
8/24/20 10:30,8/24/20 11:00,Go to bathroom
8/24/20 17:00,8/24/20 17:30,Go to bathroom
8/24/20 17:30,8/24/20 18:00,Cook
8/24/20 19:00,8/24/20 19:30,Cook
8/24/20 21:00,8/24/20 21:30,Eat
8/25/20 5:30,8/25/20 6:00,Go to bathroom
8/25/20 8:30,8/25/20 9:00,Take medicine
8/25/20 11:00,8/25/20 11:30,Cook
8/25/20 12:30,8/25/20 13:00,Cook
8/25/20 13:00,8/25/20 13:30,Cook
8/25/20 14:00,8/25/20 14:30,Clean
8/25/20 16:30,8/25/20 17:00,Clean
8/25/20 19:00,8/25/20 19:30,Wash dishes
8/26/20 3:00,8/26/20 3:30,Go to bathroom
8/26/20 6:00,8/26/20 6:30,Go to bathroom
8/26/20 9:00,8/26/20 9:30,Go to bathroom
8/26/20 11:00,8/26/20 11:30,Cook
8/26/20 14:30,8/26/20 15:00,Cook
8/26/20 18:30,8/26/20 19:00,Eat
8/26/20 20:30,8/26/20 21:00,Go to bathroom
8/27/20 3:00,8/27/20 3:30,Go to bathroom
8/27/20 7:30,8/27/20 8:00,Go to bathroom
8/27/20 10:30,8/27/20 11:00,Take medicine
8/27/20 11:30,8/27/20 12:00,Cook
8/27/20 12:30,8/27/20 13:00,Cook
8/27/20 14:30,8/27/20 15:00,Wash dishes
8/27/20 15:30,8/27/20 16:00,Cook
8/27/20 17:00,8/27/20 17:30,Cook
8/27/20 18:00,8/27/20 18:30,Cook
8/27/20 19:00,8/27/20 19:30,Cook
8/27/20 19:30,8/27/20 20:00,Eat
8/28/20 9:00,8/28/20 9:30,Go to bathroom
8/28/20 16:00,8/28/20 16:30,Go to bathroom
8/28/20 18:30,8/28/20 19:00,Go to bathroom
8/28/20 19:00,8/28/20 19:30,Cook
8/29/20 4:30,8/29/20 5:00,Go to bathroom
8/29/20 5:30,8/29/20 6:00,Go to bathroom
8/29/20 7:00,8/29/20 7:30,Go to bathroom
8/29/20 7:00,8/29/20 7:30,Take medicine
8/29/20 8:30,8/29/20 9:00,Cook
8/29/20 11:00,8/29/20 11:30,Cook
8/29/20 14:30,8/29/20 15:00,Cook
8/30/20 11:00,8/30/20 11:30,Go to bathroom
8/30/20 13:30,8/30/20 14:00,Cook
8/30/20 15:00,8/30/20 15:30,Eat
8/30/20 17:30,8/30/20 18:00,Wash dishes
8/31/20 2:30,8/31/20 3:00,Go to bathroom
8/31/20 5:30,8/31/20 6:00,Go to bathroom
8/31/20 9:00,8/31/20 9:30,Go to bathroom
8/31/20 15:30,8/31/20 16:00,Cook
8/31/20 16:30,8/31/20 17:00,Cook
8/31/20 19:00,8/31/20 19:30,Wash dishes
9/1/20 10:00,9/1/20 10:30,Go to bathroom
9/1/20 14:00,9/1/20 14:30,Cook
9/1/20 15:30,9/1/20 16:00,Take medicine
9/1/20 16:30,9/1/20 17:00,Cook
9/1/20 20:00,9/1/20 20:30,Take medicine
9/2/20 0:00,9/2/20 0:30,Go to bathroom
9/2/20 5:30,9/2/20 6:00,Go to bathroom
9/2/20 8:30,9/2/20 9:00,Go to bathroom
9/2/20 14:00,9/2/20 14:30,Cook
9/2/20 14:30,9/2/20 15:00,Eat
9/3/20 3:00,9/3/20 3:30,Go to bathroom
9/3/20 7:30,9/3/20 8:00,Go to bathroom
9/3/20 8:30,9/3/20 9:00,Cook
9/3/20 10:00,9/3/20 10:30,Cook
9/3/20 11:00,9/3/20 11:30,Cook
9/3/20 13:00,9/3/20 13:30,Eat
9/3/20 19:30,9/3/20 20:00,Go walk
9/3/20 20:00,9/3/20 20:30,Clean
9/4/20 0:30,9/4/20 1:00,Go to bathroom
9/4/20 3:30,9/4/20 4:00,Go to bathroom
9/4/20 5:00,9/4/20 5:30,Go to bathroom
9/4/20 7:30,9/4/20 8:00,Go to bathroom
9/4/20 8:00,9/4/20 8:30,Clean
9/4/20 8:00,9/4/20 8:30,Cook
9/4/20 17:00,9/4/20 17:30,Take medicine
9/5/20 6:00,9/5/20 6:30,Go to bathroom
9/5/20 8:30,9/5/20 9:00,Take medicine
9/5/20 15:00,9/5/20 15:30,Cook
9/5/20 19:00,9/5/20 19:30,Cook
9/5/20 20:30,9/5/20 21:00,Go to bathroom
9/6/20 5:00,9/6/20 5:30,Go to bathroom
9/6/20 7:00,9/6/20 7:30,Go to bathroom
9/6/20 7:30,9/6/20 8:00,Cook
9/6/20 8:30,9/6/20 9:00,Cook
9/6/20 9:00,9/6/20 9:30,Cook
9/6/20 11:30,9/6/20 12:00,Cook
9/6/20 12:30,9/6/20 13:00,Go to bathroom
9/6/20 16:30,9/6/20 17:00,Eat
9/6/20 18:00,9/6/20 18:30,Wash dishes
9/7/20 3:30,9/7/20 4:00,Go to bathroom
9/7/20 6:30,9/7/20 7:00,Go to bathroom
9/7/20 7:00,9/7/20 7:30,Take medicine
9/7/20 8:00,9/7/20 8:30,Cook
9/7/20 9:30,9/7/20 10:00,Eat
9/7/20 12:30,9/7/20 13:00,Eat
9/8/20 4:00,9/8/20 4:30,Go to bathroom
9/8/20 5:00,9/8/20 5:30,Go to bathroom
9/8/20 8:00,9/8/20 8:30,Cook
9/8/20 10:30,9/8/20 11:00,Eat
9/8/20 14:00,9/8/20 14:30,Cook
9/8/20 16:00,9/8/20 16:30,Wash dishes
9/8/20 17:00,9/8/20 17:30,Wash dishes
9/9/20 9:30,9/9/20 10:00,Go to bathroom
9/9/20 13:00,9/9/20 13:30,Cook
9/10/20 5:30,9/10/20 6:00,Go to bathroom
9/10/20 7:30,9/10/20 8:00,Go to bathroom
9/11/20 8:00,9/11/20 8:30,Cook
9/11/20 11:00,9/11/20 11:30,Cook
9/11/20 12:30,9/11/20 13:00,Go to bathroom
9/12/20 3:00,9/12/20 3:30,Go to bathroom
9/12/20 10:30,9/12/20 11:00,Cook
9/12/20 12:30,9/12/20 13:00,Cook
9/12/20 16:00,9/12/20 16:30,Eat
9/12/20 17:30,9/12/20 18:00,Go to bathroom
9/13/20 9:00,9/13/20 9:30,Cook
9/13/20 11:30,9/13/20 12:00,Go to bathroom
9/13/20 12:30,9/13/20 13:00,Cook
9/13/20 16:30,9/13/20 17:00,Go to bathroom
9/14/20 3:30,9/14/20 4:00,Go to bathroom
9/14/20 5:30,9/14/20 6:00,Go to bathroom
9/14/20 7:30,9/14/20 8:00,Take medicine
9/15/20 9:30,9/15/20 10:00,Go to bathroom
9/15/20 11:30,9/15/20 12:00,Cook
9/15/20 14:30,9/15/20 15:00,Eat
9/16/20 9:00,9/16/20 9:30,Go to bathroom
9/16/20 9:30,9/16/20 10:00,Go to bathroom
9/16/20 12:30,9/16/20 13:00,Go to bathroom
9/16/20 14:30,9/16/20 15:00,Eat
9/17/20 7:30,9/17/20 8:00,Go to bathroom
9/17/20 7:30,9/17/20 8:00,Cook
9/17/20 10:00,9/17/20 10:30,Go to bathroom
9/18/20 6:00,9/18/20 6:30,Go to bathroom
9/18/20 8:00,9/18/20 8:30,Go to bathroom
