start,end,labelName
2020-09-24 14:30:00,2020-09-24 15:00:00,Go to bathroom
2020-09-24 15:30:00,2020-09-24 16:00:00,Go to bathroom
2020-09-24 15:30:00,2020-09-24 16:00:00,Eat
2020-09-24 16:30:00,2020-09-24 17:00:00,Go to bathroom
2020-09-24 17:30:00,2020-09-24 18:00:00,Cook
2020-09-24 17:30:00,2020-09-24 18:00:00,Go to bathroom
2020-09-24 17:30:00,2020-09-24 18:00:00,Eat
2020-09-24 18:00:00,2020-09-24 18:30:00,Wash dishes
2020-09-25 06:00:00,2020-09-25 06:30:00,Go to bathroom
2020-09-25 06:30:00,2020-09-25 07:00:00,Take medicine
2020-09-25 07:00:00,2020-09-25 07:30:00,Cook
2020-09-25 07:00:00,2020-09-25 07:30:00,Go to bathroom
2020-09-25 08:00:00,2020-09-25 08:30:00,Eat
2020-09-25 09:30:00,2020-09-25 10:00:00,Wash dishes
2020-09-25 09:30:00,2020-09-25 10:00:00,Cook
2020-09-25 09:30:00,2020-09-25 10:00:00,Eat
2020-09-25 10:00:00,2020-09-25 10:30:00,Go to bathroom
2020-09-25 10:30:00,2020-09-25 11:00:00,Clean
2020-09-25 10:30:00,2020-09-25 11:00:00,Eat
2020-09-25 11:00:00,2020-09-25 11:30:00,Wash dishes
2020-09-25 11:00:00,2020-09-25 11:30:00,Eat
2020-09-25 11:00:00,2020-09-25 11:30:00,Cook
2020-09-25 13:00:00,2020-09-25 13:30:00,Wash dishes
2020-09-25 13:00:00,2020-09-25 13:30:00,Cook
2020-09-25 13:30:00,2020-09-25 14:00:00,Cook
2020-09-25 14:00:00,2020-09-25 14:30:00,Cook
2020-09-25 14:30:00,2020-09-25 15:00:00,Go to bathroom
2020-09-25 15:00:00,2020-09-25 15:30:00,Go to bathroom
2020-09-25 15:30:00,2020-09-25 16:00:00,Go to bathroom
2020-09-25 16:00:00,2020-09-25 16:30:00,Cook
2020-09-25 16:30:00,2020-09-25 17:00:00,Wash dishes
2020-09-25 16:30:00,2020-09-25 17:00:00,Cook
2020-09-25 17:00:00,2020-09-25 17:30:00,Cook
2020-09-25 17:00:00,2020-09-25 17:30:00,Go to bathroom
2020-09-25 17:30:00,2020-09-25 18:00:00,Take medicine
2020-09-25 18:30:00,2020-09-25 19:00:00,Take medicine
2020-09-25 20:30:00,2020-09-25 21:00:00,Go to bathroom
2020-09-26 06:00:00,2020-09-26 06:30:00,Go to bathroom
2020-09-26 06:30:00,2020-09-26 07:00:00,Cook
2020-09-26 06:30:00,2020-09-26 07:00:00,Go to bathroom
2020-09-26 06:30:00,2020-09-26 07:00:00,Eat
2020-09-26 07:00:00,2020-09-26 07:30:00,Wash dishes
2020-09-26 07:00:00,2020-09-26 07:30:00,Go to bathroom
2020-09-26 08:00:00,2020-09-26 08:30:00,Cook
2020-09-26 09:30:00,2020-09-26 10:00:00,Wash dishes
2020-09-26 09:30:00,2020-09-26 10:00:00,Eat
2020-09-26 09:30:00,2020-09-26 10:00:00,Clean
2020-09-26 09:30:00,2020-09-26 10:00:00,Cook
2020-09-26 12:00:00,2020-09-26 12:30:00,Go to bathroom
2020-09-26 12:30:00,2020-09-26 13:00:00,Go to bathroom
2020-09-26 13:00:00,2020-09-26 13:30:00,Cook
2020-09-26 13:00:00,2020-09-26 13:30:00,Eat
2020-09-26 13:30:00,2020-09-26 14:00:00,Wash dishes
2020-09-26 13:30:00,2020-09-26 14:00:00,Eat
2020-09-26 15:00:00,2020-09-26 15:30:00,Go to bathroom
2020-09-26 15:00:00,2020-09-26 15:30:00,Cook
2020-09-26 15:30:00,2020-09-26 16:00:00,Cook
2020-09-26 16:00:00,2020-09-26 16:30:00,Cook
2020-09-26 17:00:00,2020-09-26 17:30:00,Cook
2020-09-26 17:00:00,2020-09-26 17:30:00,Go to bathroom
2020-09-26 18:00:00,2020-09-26 18:30:00,Wash dishes
2020-09-26 18:00:00,2020-09-26 18:30:00,Cook
2020-09-26 18:30:00,2020-09-26 19:00:00,Cook
2020-09-26 18:30:00,2020-09-26 19:00:00,Eat
2020-09-26 19:00:00,2020-09-26 19:30:00,Eat
2020-09-26 19:00:00,2020-09-26 19:30:00,Go to bathroom
2020-09-26 23:30:00,2020-09-27 00:00:00,Go to bathroom
2020-09-27 01:00:00,2020-09-27 01:30:00,Go to bathroom
2020-09-27 06:00:00,2020-09-27 06:30:00,Go to bathroom
2020-09-27 06:00:00,2020-09-27 06:30:00,Cook
2020-09-27 06:30:00,2020-09-27 07:00:00,Cook
2020-09-27 07:00:00,2020-09-27 07:30:00,Wash dishes
2020-09-27 07:00:00,2020-09-27 07:30:00,Eat
2020-09-27 07:00:00,2020-09-27 07:30:00,Go to bathroom
2020-09-27 07:30:00,2020-09-27 08:00:00,Eat
2020-09-27 08:00:00,2020-09-27 08:30:00,Go to bathroom
2020-09-27 09:00:00,2020-09-27 09:30:00,Go to bathroom
2020-09-27 10:00:00,2020-09-27 10:30:00,Cook
2020-09-27 10:30:00,2020-09-27 11:00:00,Cook
2020-09-28 02:30:00,2020-09-28 03:00:00,Go to bathroom
2020-09-28 04:30:00,2020-09-28 05:00:00,Go to bathroom
2020-09-28 06:00:00,2020-09-28 06:30:00,Cook
2020-09-28 06:30:00,2020-09-28 07:00:00,Wash dishes
2020-09-28 07:00:00,2020-09-28 07:30:00,Cook
2020-09-28 08:00:00,2020-09-28 08:30:00,Wash dishes
2020-09-28 10:30:00,2020-09-28 11:00:00,Eat
2020-09-28 10:30:00,2020-09-28 11:00:00,Wash dishes
2020-09-28 10:30:00,2020-09-28 11:00:00,Cook
2020-09-28 11:30:00,2020-09-28 12:00:00,Wash dishes
2020-09-28 11:30:00,2020-09-28 12:00:00,Eat
2020-09-28 11:30:00,2020-09-28 12:00:00,Cook
2020-09-28 12:00:00,2020-09-28 12:30:00,Cook
2020-09-28 12:30:00,2020-09-28 13:00:00,Cook
2020-09-28 12:30:00,2020-09-28 13:00:00,Go to bathroom
2020-09-28 13:00:00,2020-09-28 13:30:00,Cook
2020-09-28 14:30:00,2020-09-28 15:00:00,Cook
2020-09-28 15:00:00,2020-09-28 15:30:00,Cook
2020-09-28 16:30:00,2020-09-28 17:00:00,Cook
2020-09-28 17:00:00,2020-09-28 17:30:00,Go to bathroom
2020-09-28 17:00:00,2020-09-28 17:30:00,Cook
2020-09-28 17:30:00,2020-09-28 18:00:00,Cook
2020-09-28 18:00:00,2020-09-28 18:30:00,Go to bathroom
2020-09-29 09:00:00,2020-09-29 09:30:00,Cook
2020-09-29 12:00:00,2020-09-29 12:30:00,Go to bathroom
2020-09-29 15:30:00,2020-09-29 16:00:00,Go to bathroom
2020-09-29 19:00:00,2020-09-29 19:30:00,Eat
2020-09-29 20:30:00,2020-09-29 21:00:00,Go to bathroom
2020-09-29 23:30:00,2020-09-30 00:00:00,Go to bathroom
2020-09-30 04:30:00,2020-09-30 05:00:00,Go to bathroom
2020-09-30 06:30:00,2020-09-30 07:00:00,Go to bathroom
2020-09-30 06:30:00,2020-09-30 07:00:00,Wash dishes
2020-09-30 07:00:00,2020-09-30 07:30:00,Wash dishes
2020-09-30 07:00:00,2020-09-30 07:30:00,Cook
2020-09-30 07:00:00,2020-09-30 07:30:00,Take medicine
2020-09-30 07:00:00,2020-09-30 07:30:00,Eat
2020-09-30 08:30:00,2020-09-30 09:00:00,Wash dishes
2020-09-30 09:30:00,2020-09-30 10:00:00,Clean
2020-09-30 10:00:00,2020-09-30 10:30:00,Clean
2020-09-30 10:30:00,2020-09-30 11:00:00,Wash dishes
2020-09-30 11:00:00,2020-09-30 11:30:00,Wash dishes
2020-09-30 11:30:00,2020-09-30 12:00:00,Wash dishes
2020-09-30 11:30:00,2020-09-30 12:00:00,Eat
2020-09-30 13:00:00,2020-09-30 13:30:00,Eat
2020-09-30 13:30:00,2020-09-30 14:00:00,Cook
2020-09-30 14:00:00,2020-09-30 14:30:00,Cook
2020-09-30 14:00:00,2020-09-30 14:30:00,Clean
2020-09-30 14:00:00,2020-09-30 14:30:00,Eat
2020-09-30 15:00:00,2020-09-30 15:30:00,Wash dishes
2020-09-30 15:30:00,2020-09-30 16:00:00,Cook
2020-09-30 15:30:00,2020-09-30 16:00:00,Eat
2020-09-30 16:00:00,2020-09-30 16:30:00,Wash dishes
2020-09-30 16:00:00,2020-09-30 16:30:00,Eat
2020-09-30 16:30:00,2020-09-30 17:00:00,Cook
2020-09-30 16:30:00,2020-09-30 17:00:00,Eat
2020-09-30 20:30:00,2020-09-30 21:00:00,Go to bathroom
2020-09-30 23:30:00,2020-10-01 00:00:00,Go to bathroom
2020-10-01 03:00:00,2020-10-01 03:30:00,Go to bathroom
2020-10-01 06:30:00,2020-10-01 07:00:00,Wash dishes
2020-10-01 06:30:00,2020-10-01 07:00:00,Go to bathroom
2020-10-01 07:00:00,2020-10-01 07:30:00,Eat
2020-10-01 07:00:00,2020-10-01 07:30:00,Wash dishes
2020-10-01 07:30:00,2020-10-01 08:00:00,Eat
2020-10-01 07:30:00,2020-10-01 08:00:00,Wash dishes
2020-10-01 08:00:00,2020-10-01 08:30:00,Wash dishes
2020-10-01 08:00:00,2020-10-01 08:30:00,Clean
2020-10-01 08:30:00,2020-10-01 09:00:00,Eat
