start,end,labelName
2019-12-06 12:30:00,2019-12-06 13:00:00,Cook
2019-12-06 12:30:00,2019-12-06 13:00:00,Eat
2019-12-06 13:30:00,2019-12-06 14:00:00,Go walk
2019-12-06 14:00:00,2019-12-06 14:30:00,Go walk
2019-12-06 14:30:00,2019-12-06 15:00:00,Go walk
2019-12-06 15:00:00,2019-12-06 15:30:00,Go walk
2019-12-06 16:00:00,2019-12-06 16:30:00,Cook
2019-12-06 17:00:00,2019-12-06 17:30:00,Cook
2019-12-06 17:00:00,2019-12-06 17:30:00,Watch TV
2019-12-06 17:30:00,2019-12-06 18:00:00,Eat
2019-12-06 17:30:00,2019-12-06 18:00:00,Cook
2019-12-06 17:30:00,2019-12-06 18:00:00,Go to bathroom
2019-12-06 17:30:00,2019-12-06 18:00:00,Sleep
2019-12-07 09:00:00,2019-12-07 09:30:00,Cook
2019-12-07 10:00:00,2019-12-07 10:30:00,Go walk
2019-12-07 10:00:00,2019-12-07 10:30:00,Cook
2019-12-07 10:00:00,2019-12-07 10:30:00,Go to bathroom
2019-12-07 11:00:00,2019-12-07 11:30:00,None
2019-12-07 11:30:00,2019-12-07 12:00:00,None
2019-12-07 12:00:00,2019-12-07 12:30:00,None
2019-12-07 12:30:00,2019-12-07 13:00:00,None
2019-12-07 14:00:00,2019-12-07 14:30:00,None
2019-12-07 14:30:00,2019-12-07 15:00:00,None
2019-12-07 15:30:00,2019-12-07 16:00:00,Eat
2019-12-07 15:30:00,2019-12-07 16:00:00,Go to bathroom
2019-12-07 16:00:00,2019-12-07 16:30:00,Cook
2019-12-07 16:30:00,2019-12-07 17:00:00,None
2019-12-07 17:00:00,2019-12-07 17:30:00,None
2019-12-07 17:30:00,2019-12-07 18:00:00,Cook
2019-12-07 17:30:00,2019-12-07 18:00:00,Eat
2019-12-07 17:30:00,2019-12-07 18:00:00,Drink
2019-12-08 06:00:00,2019-12-08 06:30:00,None
2019-12-08 06:30:00,2019-12-08 07:00:00,None
2019-12-08 07:00:00,2019-12-08 07:30:00,None
2019-12-08 08:00:00,2019-12-08 08:30:00,None
2019-12-08 08:30:00,2019-12-08 09:00:00,None
2019-12-08 09:30:00,2019-12-08 10:00:00,None
2019-12-08 10:00:00,2019-12-08 10:30:00,None
2019-12-08 12:00:00,2019-12-08 12:30:00,None
2019-12-08 12:30:00,2019-12-08 13:00:00,None
2019-12-08 13:00:00,2019-12-08 13:30:00,None
2019-12-08 13:30:00,2019-12-08 14:00:00,None
2019-12-08 14:00:00,2019-12-08 14:30:00,None
2019-12-08 15:00:00,2019-12-08 15:30:00,None
2019-12-08 15:30:00,2019-12-08 16:00:00,None
2019-12-08 16:00:00,2019-12-08 16:30:00,None
2019-12-08 16:30:00,2019-12-08 17:00:00,None
2019-12-08 17:00:00,2019-12-08 17:30:00,None
2019-12-08 17:30:00,2019-12-08 18:00:00,None
2019-12-08 18:00:00,2019-12-08 18:30:00,None
2019-12-08 18:30:00,2019-12-08 19:00:00,None
2019-12-09 11:30:00,2019-12-09 12:00:00,Go to bathroom
2019-12-09 12:00:00,2019-12-09 12:30:00,Go walk
2019-12-09 13:00:00,2019-12-09 13:30:00,Cook
2019-12-09 14:00:00,2019-12-09 14:30:00,Go to bathroom
2019-12-09 14:30:00,2019-12-09 15:00:00,None
2019-12-09 15:30:00,2019-12-09 16:00:00,Cook
2019-12-09 16:00:00,2019-12-09 16:30:00,Go walk
2019-12-09 17:30:00,2019-12-09 18:00:00,Sleep
2019-12-12 15:30:00,2019-12-12 16:00:00,Cook
2019-12-12 17:30:00,2019-12-12 18:00:00,Cook
2019-12-13 15:00:00,2019-12-13 15:30:00,Go walk
2019-12-13 15:30:00,2019-12-13 16:00:00,Go to bathroom
2019-12-13 15:30:00,2019-12-13 16:00:00,Go walk
2019-12-14 13:00:00,2019-12-14 13:30:00,Go to bathroom
2019-12-14 13:30:00,2019-12-14 14:00:00,Go walk
2019-12-14 14:00:00,2019-12-14 14:30:00,Drink
2019-12-14 14:00:00,2019-12-14 14:30:00,Eat
2019-12-14 14:00:00,2019-12-14 14:30:00,Go to bathroom
2019-12-14 14:30:00,2019-12-14 15:00:00,Cook
2019-12-14 15:30:00,2019-12-14 16:00:00,Go walk
2019-12-14 16:00:00,2019-12-14 16:30:00,Go walk
2019-12-15 02:00:00,2019-12-15 02:30:00,None
2019-12-15 02:30:00,2019-12-15 03:00:00,None
2019-12-15 07:00:00,2019-12-15 07:30:00,None
2019-12-15 10:00:00,2019-12-15 10:30:00,None
2019-12-21 11:30:00,2019-12-21 12:00:00,Cook
2019-12-21 13:30:00,2019-12-21 14:00:00,Cook
2019-12-21 14:30:00,2019-12-21 15:00:00,Cook
2019-12-22 10:00:00,2019-12-22 10:30:00,None
2019-12-22 10:30:00,2019-12-22 11:00:00,None
2019-12-22 12:30:00,2019-12-22 13:00:00,Cook
2019-12-22 15:30:00,2019-12-22 16:00:00,None
2019-12-22 16:30:00,2019-12-22 17:00:00,None
2019-12-22 17:00:00,2019-12-22 17:30:00,None
2019-12-22 17:30:00,2019-12-22 18:00:00,Sleep
2019-12-23 11:00:00,2019-12-23 11:30:00,None
2019-12-23 11:30:00,2019-12-23 12:00:00,None
2019-12-23 12:30:00,2019-12-23 13:00:00,Sleep
2020-02-09 15:00:00,2020-02-09 15:30:00,Cook
2020-02-09 15:00:00,2020-02-09 15:30:00,Watch TV
2020-02-09 15:00:00,2020-02-09 15:30:00,Wash dishes
2020-02-09 17:30:00,2020-02-09 18:00:00,Cook
2020-02-09 17:30:00,2020-02-09 18:00:00,Watch TV
2020-02-09 18:00:00,2020-02-09 18:30:00,Cook
2020-02-09 18:00:00,2020-02-09 18:30:00,Watch TV
2020-02-09 20:30:00,2020-02-09 21:00:00,Cook
2020-02-10 07:00:00,2020-02-10 07:30:00,Cook
2020-02-10 10:30:00,2020-02-10 11:00:00,Cook
2020-02-10 11:00:00,2020-02-10 11:30:00,Clean
2020-02-10 11:00:00,2020-02-10 11:30:00,Cook
2020-02-10 11:30:00,2020-02-10 12:00:00,Eat
2020-02-10 12:00:00,2020-02-10 12:30:00,Cook
2020-02-10 17:00:00,2020-02-10 17:30:00,None
2020-02-11 07:00:00,2020-02-11 07:30:00,Cook
2020-02-11 07:00:00,2020-02-11 07:30:00,Watch TV
2020-02-11 08:00:00,2020-02-11 08:30:00,Wash dishes
2020-02-13 07:00:00,2020-02-13 07:30:00,Cook
2020-02-13 07:00:00,2020-02-13 07:30:00,Eat
2020-02-13 07:00:00,2020-02-13 07:30:00,Watch TV
2020-02-13 07:30:00,2020-02-13 08:00:00,Cook
2020-02-13 07:30:00,2020-02-13 08:00:00,Watch TV
2020-02-13 08:30:00,2020-02-13 09:00:00,Wash dishes
2020-02-13 09:00:00,2020-02-13 09:30:00,Wash dishes
2020-02-13 09:30:00,2020-02-13 10:00:00,Wash dishes
2020-02-13 10:30:00,2020-02-13 11:00:00,None
2020-02-13 11:00:00,2020-02-13 11:30:00,None
2020-02-13 11:30:00,2020-02-13 12:00:00,None
2020-02-13 12:00:00,2020-02-13 12:30:00,None
2020-02-13 12:30:00,2020-02-13 13:00:00,Eat
2020-02-13 15:30:00,2020-02-13 16:00:00,Cook
2020-02-13 16:00:00,2020-02-13 16:30:00,Cook
2020-02-13 16:00:00,2020-02-13 16:30:00,Drink
2020-02-13 16:30:00,2020-02-13 17:00:00,Eat
2020-02-13 18:00:00,2020-02-13 18:30:00,Drink
2020-02-14 09:00:00,2020-02-14 09:30:00,Eat
2020-02-14 09:30:00,2020-02-14 10:00:00,Cook
2020-02-14 11:30:00,2020-02-14 12:00:00,Cook
2020-02-14 12:00:00,2020-02-14 12:30:00,Cook
2020-02-14 13:00:00,2020-02-14 13:30:00,Drink
2020-02-14 15:30:00,2020-02-14 16:00:00,Cook
2020-02-16 11:30:00,2020-02-16 12:00:00,Cook
2020-02-16 12:00:00,2020-02-16 12:30:00,Cook
2020-02-16 12:30:00,2020-02-16 13:00:00,Eat
2020-02-16 13:00:00,2020-02-16 13:30:00,Eat
2020-02-16 15:30:00,2020-02-16 16:00:00,Cook
2020-02-16 16:30:00,2020-02-16 17:00:00,Drink
2020-02-16 17:00:00,2020-02-16 17:30:00,Cook
2020-02-16 17:30:00,2020-02-16 18:00:00,Wash dishes
2020-02-17 09:30:00,2020-02-17 10:00:00,Cook
2020-02-17 11:30:00,2020-02-17 12:00:00,Cook
2020-02-17 12:30:00,2020-02-17 13:00:00,Eat
2020-02-17 15:00:00,2020-02-17 15:30:00,Cook
2020-02-17 16:00:00,2020-02-17 16:30:00,Eat
2020-02-17 16:30:00,2020-02-17 17:00:00,Wash dishes
2020-02-20 11:00:00,2020-02-20 11:30:00,Go to bathroom
2020-02-20 11:30:00,2020-02-20 12:00:00,Cook
2020-02-20 12:30:00,2020-02-20 13:00:00,Eat
2020-02-20 12:30:00,2020-02-20 13:00:00,Wash dishes
2020-02-20 14:30:00,2020-02-20 15:00:00,Cook
2020-02-20 16:30:00,2020-02-20 17:00:00,Cook
2020-02-21 08:00:00,2020-02-21 08:30:00,Cook
2020-02-21 09:00:00,2020-02-21 09:30:00,Wash dishes
2020-02-21 10:30:00,2020-02-21 11:00:00,Cook
2020-02-21 11:00:00,2020-02-21 11:30:00,Cook
2020-02-21 11:30:00,2020-02-21 12:00:00,Eat
2020-02-21 12:00:00,2020-02-21 12:30:00,Eat
2020-02-21 13:00:00,2020-02-21 13:30:00,Wash dishes
2020-02-21 15:00:00,2020-02-21 15:30:00,Cook
2020-02-21 15:00:00,2020-02-21 15:30:00,Drink
2020-02-21 16:00:00,2020-02-21 16:30:00,Cook
2020-02-21 16:30:00,2020-02-21 17:00:00,Eat
2020-02-22 09:30:00,2020-02-22 10:00:00,Cook
2020-02-22 11:00:00,2020-02-22 11:30:00,Cook
2020-02-22 11:30:00,2020-02-22 12:00:00,Eat
2020-02-22 12:30:00,2020-02-22 13:00:00,Wash dishes
2020-02-22 13:00:00,2020-02-22 13:30:00,Watch TV
2020-02-22 14:30:00,2020-02-22 15:00:00,Cook
2020-02-22 15:30:00,2020-02-22 16:00:00,Watch TV
2020-02-22 15:30:00,2020-02-22 16:00:00,Cook
2020-02-22 16:00:00,2020-02-22 16:30:00,Wash dishes
2020-02-22 16:30:00,2020-02-22 17:00:00,Cook
2020-02-22 17:30:00,2020-02-22 18:00:00,Cook
2020-02-22 17:30:00,2020-02-22 18:00:00,Wash dishes
2020-02-23 08:00:00,2020-02-23 08:30:00,Cook
2020-02-23 09:00:00,2020-02-23 09:30:00,Eat
2020-02-23 09:30:00,2020-02-23 10:00:00,Wash dishes
2020-02-23 11:00:00,2020-02-23 11:30:00,Cook
2020-02-23 11:30:00,2020-02-23 12:00:00,Eat
2020-02-23 13:30:00,2020-02-23 14:00:00,Cook
2020-02-23 14:00:00,2020-02-23 14:30:00,Drink
2020-02-23 15:30:00,2020-02-23 16:00:00,Cook
2020-02-23 16:30:00,2020-02-23 17:00:00,Cook
2020-02-23 16:30:00,2020-02-23 17:00:00,Eat
2020-02-23 17:30:00,2020-02-23 18:00:00,Wash dishes
2020-02-29 10:00:00,2020-02-29 10:30:00,Cook
2020-02-29 10:00:00,2020-02-29 10:30:00,Eat
2020-02-29 10:00:00,2020-02-29 10:30:00,Wash dishes
2020-02-29 11:30:00,2020-02-29 12:00:00,Cook
2020-02-29 11:30:00,2020-02-29 12:00:00,Eat
2020-02-29 13:00:00,2020-02-29 13:30:00,Eat
2020-02-29 14:30:00,2020-02-29 15:00:00,Cook
2020-02-29 16:00:00,2020-02-29 16:30:00,Wash dishes
2020-02-29 17:00:00,2020-02-29 17:30:00,Cook
2020-03-01 09:30:00,2020-03-01 10:00:00,Cook
2020-03-01 10:30:00,2020-03-01 11:00:00,Eat
2020-03-01 11:30:00,2020-03-01 12:00:00,Wash dishes
2020-03-01 12:00:00,2020-03-01 12:30:00,Eat
2020-03-01 13:30:00,2020-03-01 14:00:00,Cook
2020-03-01 14:30:00,2020-03-01 15:00:00,Eat
2020-03-01 16:00:00,2020-03-01 16:30:00,Wash dishes
2020-03-02 11:00:00,2020-03-02 11:30:00,Cook
2020-03-02 12:30:00,2020-03-02 13:00:00,Eat
2020-03-02 12:30:00,2020-03-02 13:00:00,Wash dishes
2020-03-02 15:30:00,2020-03-02 16:00:00,Cook
2020-03-02 16:00:00,2020-03-02 16:30:00,Eat
2020-03-02 16:00:00,2020-03-02 16:30:00,Wash dishes
2020-03-03 09:00:00,2020-03-03 09:30:00,Cook
2020-03-03 09:00:00,2020-03-03 09:30:00,Drink
2020-03-03 11:00:00,2020-03-03 11:30:00,Cook
2020-03-03 12:00:00,2020-03-03 12:30:00,Wash dishes
2020-03-03 14:00:00,2020-03-03 14:30:00,Cook
2020-03-03 14:30:00,2020-03-03 15:00:00,Eat
2020-03-03 15:00:00,2020-03-03 15:30:00,Wash dishes
2020-03-03 16:00:00,2020-03-03 16:30:00,Cook
