start,end,labelName
2020-08-11 20:30:00,2020-08-11 21:00:00,Wake up
2020-08-11 20:30:00,2020-08-11 21:00:00,Go to bathroom
2020-08-13 16:30:00,2020-08-13 17:00:00,Wake up
2020-08-13 16:30:00,2020-08-13 17:00:00,Go to bathroom
2020-08-13 16:30:00,2020-08-13 17:00:00,Eat
2020-08-13 17:30:00,2020-08-13 18:00:00,Go to bathroom
2020-08-13 17:30:00,2020-08-13 18:00:00,Eat
2020-08-13 18:00:00,2020-08-13 18:30:00,Go to bathroom
2020-08-13 18:00:00,2020-08-13 18:30:00,Eat
2020-08-13 19:00:00,2020-08-13 19:30:00,Eat
2020-08-14 18:00:00,2020-08-14 18:30:00,Wake up
2020-08-14 18:00:00,2020-08-14 18:30:00,Eat
2020-08-14 18:30:00,2020-08-14 19:00:00,Eat
2020-08-14 18:30:00,2020-08-14 19:00:00,Go to bathroom
2020-08-15 12:00:00,2020-08-15 12:30:00,Wake up
2020-08-15 15:30:00,2020-08-15 16:00:00,Eat
2020-08-15 17:00:00,2020-08-15 17:30:00,Eat
2020-08-15 21:30:00,2020-08-15 22:00:00,Eat
2020-08-16 09:30:00,2020-08-16 10:00:00,Wake up
2020-08-16 09:30:00,2020-08-16 10:00:00,Eat
2020-08-16 11:00:00,2020-08-16 11:30:00,Eat
2020-08-16 18:30:00,2020-08-16 19:00:00,Eat
2020-08-16 19:00:00,2020-08-16 19:30:00,Eat
2020-08-17 10:30:00,2020-08-17 11:00:00,Wake up
2020-08-17 14:00:00,2020-08-17 14:30:00,Take medicine
2020-08-17 14:00:00,2020-08-17 14:30:00,Eat
2020-08-17 15:30:00,2020-08-17 16:00:00,Eat
2020-08-17 16:00:00,2020-08-17 16:30:00,Go to bathroom
2020-08-17 18:00:00,2020-08-17 18:30:00,Go to bathroom
2020-08-17 18:00:00,2020-08-17 18:30:00,Eat
2020-08-17 18:30:00,2020-08-17 19:00:00,Go to bathroom
2020-08-17 18:30:00,2020-08-17 19:00:00,Eat
2020-08-17 19:00:00,2020-08-17 19:30:00,Go to bathroom
2020-08-17 21:30:00,2020-08-17 22:00:00,Eat
2020-08-18 10:00:00,2020-08-18 10:30:00,Wake up
2020-08-18 10:00:00,2020-08-18 10:30:00,Eat
2020-08-18 10:30:00,2020-08-18 11:00:00,Eat
2020-08-18 13:30:00,2020-08-18 14:00:00,Eat
2020-08-18 18:30:00,2020-08-18 19:00:00,Eat
2020-08-18 20:00:00,2020-08-18 20:30:00,Eat
2020-08-19 07:30:00,2020-08-19 08:00:00,Wake up
2020-08-19 07:30:00,2020-08-19 08:00:00,Eat
2020-08-19 09:00:00,2020-08-19 09:30:00,Eat
2020-08-19 09:00:00,2020-08-19 09:30:00,Go to bathroom
2020-08-19 18:30:00,2020-08-19 19:00:00,Eat
2020-08-19 19:00:00,2020-08-19 19:30:00,Eat
2020-08-20 07:00:00,2020-08-20 07:30:00,Wake up
2020-08-20 07:00:00,2020-08-20 07:30:00,Go to bathroom
2020-08-20 07:00:00,2020-08-20 07:30:00,Eat
2020-08-20 07:30:00,2020-08-20 08:00:00,Eat
2020-08-20 17:30:00,2020-08-20 18:00:00,Eat
2020-08-20 17:30:00,2020-08-20 18:00:00,Go to bathroom
2020-08-20 17:30:00,2020-08-20 18:00:00,Eat
2020-08-20 18:30:00,2020-08-20 19:00:00,Eat
2020-08-20 19:30:00,2020-08-20 20:00:00,Eat
2020-08-20 20:00:00,2020-08-20 20:30:00,Eat
2020-08-20 21:00:00,2020-08-20 21:30:00,Eat
2020-08-20 22:00:00,2020-08-20 22:30:00,Eat
2020-08-21 12:30:00,2020-08-21 13:00:00,Wake up
