start,end,labelName
2020-10-19 11:30:00,2020-10-19 12:00:00,Wake up
2020-10-19 12:00:00,2020-10-19 12:30:00,Go to bathroom
2020-10-19 13:00:00,2020-10-19 13:30:00,Go to bathroom
2020-10-19 13:30:00,2020-10-19 14:00:00,Eat
2020-10-19 15:30:00,2020-10-19 16:00:00,Go to bathroom
2020-10-19 16:30:00,2020-10-19 17:00:00,Eat
2020-10-19 18:00:00,2020-10-19 18:30:00,Wash dishes
2020-10-20 04:00:00,2020-10-20 04:30:00,Go to bathroom
2020-10-20 06:00:00,2020-10-20 06:30:00,Eat
2020-10-20 06:30:00,2020-10-20 07:00:00,Go to bathroom
2020-10-20 07:30:00,2020-10-20 08:00:00,Go to bathroom
2020-10-20 08:00:00,2020-10-20 08:30:00,Take medicine
2020-10-20 08:30:00,2020-10-20 09:00:00,Eat
2020-10-20 09:00:00,2020-10-20 09:30:00,Go to bathroom
2020-10-20 10:00:00,2020-10-20 10:30:00,Take medicine
2020-10-20 10:30:00,2020-10-20 11:00:00,Go to bathroom
2020-10-20 11:00:00,2020-10-20 11:30:00,Drink
2020-10-20 12:30:00,2020-10-20 13:00:00,Go to bathroom
2020-10-20 13:30:00,2020-10-20 14:00:00,Go to bathroom
2020-10-20 17:00:00,2020-10-20 17:30:00,Eat
2020-10-20 17:30:00,2020-10-20 18:00:00,Drink
2020-10-20 20:00:00,2020-10-20 20:30:00,Sleep
2020-12-07 06:30:00,2020-12-07 07:00:00,Go to bathroom
2020-12-07 07:00:00,2020-12-07 07:30:00,Drink
2020-12-07 07:30:00,2020-12-07 08:00:00,Eat
2020-12-07 08:00:00,2020-12-07 08:30:00,Go to bathroom
2020-12-07 08:30:00,2020-12-07 09:00:00,Wash dishes
2020-12-07 09:00:00,2020-12-07 09:30:00,Go to bathroom
2020-12-07 10:30:00,2020-12-07 11:00:00,Clean
2020-12-07 12:00:00,2020-12-07 12:30:00,Cook
2020-12-07 12:30:00,2020-12-07 13:00:00,Drink
2020-12-07 13:30:00,2020-12-07 14:00:00,Go to bathroom
2020-12-07 16:00:00,2020-12-07 16:30:00,Eat
2020-12-07 16:30:00,2020-12-07 17:00:00,Go to bathroom
2020-12-07 17:00:00,2020-12-07 17:30:00,Drink
2020-12-07 17:30:00,2020-12-07 18:00:00,Wash dishes
2020-12-07 18:30:00,2020-12-07 19:00:00,Drink
2020-12-07 20:30:00,2020-12-07 21:00:00,Go to bathroom
2020-12-07 21:30:00,2020-12-07 22:00:00,Sleep
2021-01-17 01:30:00,2021-01-17 02:00:00,Go to bathroom
2021-01-17 05:30:00,2021-01-17 06:00:00,Go to bathroom
2021-01-17 07:30:00,2021-01-17 08:00:00,Wake up
2021-01-17 08:00:00,2021-01-17 08:30:00,Go to bathroom
2021-01-17 08:30:00,2021-01-17 09:00:00,Drink
2021-01-17 09:00:00,2021-01-17 09:30:00,Go to bathroom
2021-01-17 09:30:00,2021-01-17 10:00:00,Take medicine
2021-01-17 10:00:00,2021-01-17 10:30:00,Drink
2021-01-17 11:00:00,2021-01-17 11:30:00,Cook
2021-01-17 14:00:00,2021-01-17 14:30:00,Drink
2021-01-17 15:30:00,2021-01-17 16:00:00,Go to bathroom
2021-01-17 16:30:00,2021-01-17 17:00:00,Eat
2021-01-17 17:00:00,2021-01-17 17:30:00,Go to bathroom
2021-01-17 18:30:00,2021-01-17 19:00:00,Go to bathroom
2021-01-17 19:30:00,2021-01-17 20:00:00,Drink
2021-01-17 20:00:00,2021-01-17 20:30:00,Eat
2021-01-17 21:00:00,2021-01-17 21:30:00,Wash dishes
2021-01-17 23:00:00,2021-01-17 23:30:00,Sleep
